prefix,cluster_id,env_proto,best_action,best_q_value
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination')",3,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.333, 0.333, 0.0, 0.0, 0.444, 0.0, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.667, 0.0, 0.0]",Eye Examination,0.8874659973547397
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Cardiac Ultrasound', 'Blood Test', 'ENT Endoscopy', 'Electrocardiogram (ECG)', 'General Ultrasound', 'Urine Test', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.0, 0.222, 0.444]",In-depth Eye Examination,0.8097951514422168
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Dental Examination', 'Chest X-ray', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.0, 0.0, 0.444]",ENT Endoscopy,0.8777344740792805
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 'Blood Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.667, 1.0, 0.0, 0.0, 0.444, 0.667, 0.0, 0.444, 0.444]",In-depth Eye Examination,0.9169429225337821
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'DEXA Bone Density Scan', 'ENT Endoscopy', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound', 'In-depth Eye Examination', 'Blood Test', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.444]",Urine Test,0.9127319332224906
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Urine Test', 'Post-bronchodilator Spirometry', 'Blood Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.0, 0.0, 0.667, 0.0, 0.222, 0.444]",ENT Endoscopy,0.9169429225337821
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'ENT Endoscopy', 'Urine Test', 'General Ultrasound', 'Chest X-ray')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.0, 0.333, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",DEXA Bone Density Scan,0.8233956732785422
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Gynecological Examination')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0]",Breast Examination,1.7015067777106698
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Gynecological Examination')",1,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.444, 0.0, 0.667, 0.0, 0.222]",Electrocardiogram (ECG),0.8682061979757826
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Endoscopy', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 'Blood Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.333, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.222, 0.444]",Conclusion,0.4758259705398289
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Blood Test', 'General Ultrasound', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 'Urine Test', 'DEXA Bone Density Scan')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.667, 1.0, 0.0, 0.0, 0.444, 0.667, 0.0, 0.0, 0.444]",Cardiac Ultrasound,0.9253649011563658
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'ENT Examination', 'Chest X-ray', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Urine Test', 'DEXA Bone Density Scan', 'Electrocardiogram (ECG)', 'ENT Endoscopy', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.222]",Cardiac Ultrasound,0.9590528156466999
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Chest X-ray,0.9337868797789494
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.333, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.444]",In-depth Eye Examination,1.5875032320645326
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",1,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.667, 0.0, 0.0]",Eye Examination,1.6943555555171808
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",2,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.0]",Cardiac Ultrasound,0.8193441173775913
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",3,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.0, 0.333, 0.0, 0.333, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.0, 0.667, 0.0, 0.0, 0.0]",Eye Examination,0.9000989652886151
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.333, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",ENT Examination,0.8512368846904239
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",5,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.0, 0.0, 0.222]",Dental Examination,0.8659303164693908
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",6,"[0.111, 0.0, 0.0, 0.111, 0.444, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.222, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0]",Urine Test,1.7632589904608111
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",7,"[0.111, 0.044, 0.022, 0.111, 0.444, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.222, 0.444, 0.0, 0.0, 0.667, 0.0, 0.0]",Dental Examination,0.882421329523727
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination')",8,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.222, 0.0, 0.0, 0.667, 0.667, 0.0, 0.0]",Urine Test,0.8939370465362828
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Dental Examination', 'Urine Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.333, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",In-depth Eye Examination,0.7787372796980393
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Dental Examination', 'Chest X-ray', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.111, 0.222, 0.0, 0.333, 0.0, 0.333, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.0, 0.667, 0.0, 0.222]",Conclusion,0.7555451952136533
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'ENT Examination', 'Gynecological Examination', 'Dental Examination', 'In-depth Eye Examination', 'General Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.667, 0.0, 0.444]",Chest X-ray,0.9042637067404187
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Blood Test', 'General Ultrasound', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.222, 0.444]",Post-bronchodilator Spirometry,2.2761596451877897
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'DEXA Bone Density Scan')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.667, 0.0, 0.0]",Conclusion,0.6738045376661709
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'DEXA Bone Density Scan')",1,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.0, 0.333, 0.0, 0.333, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.0, 0.667, 0.0, 0.0, 0.0]",ENT Endoscopy,0.8854371767819297
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'ENT Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.333, 0.0, 0.333, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.0]",Blood Test,0.8916769866660316
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'ENT Examination')",1,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.0, 0.444, 0.667, 0.667, 0.0, 0.0]",In-depth Eye Examination,0.8662430980454029
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'ENT Examination')",2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Gynecological Examination,0.9106264385668443
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'ENT Examination')",3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.0, 0.222, 0.444]",Conclusion,0.5142141280128826
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Gynecological Examination', 'Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.444]",ENT Examination,0.853459216043724
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Gynecological Examination', 'Breast Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.333, 0.333, 0.444, 0.0, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",Dental Examination,0.8748330294208645
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination', 'ENT Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.333, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.444]",Eye Examination,0.8916769866660316
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Breast Examination', 'Dental Examination', 'Gynecological Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.333, 0.333, 0.0, 0.0, 0.444, 0.0, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.0]",DEXA Bone Density Scan,0.8138613119303748
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'Cardiac Ultrasound', 'Urine Test', 'Electrocardiogram (ECG)', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.0, 0.222, 0.444]",Conclusion,0.5187208602151117
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination', 'Eye Examination', 'ENT Examination', 'Gynecological Examination', 'Dental Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.333, 0.333, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.444]",ENT Endoscopy,0.8018892015676065
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'General Ultrasound', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 'DEXA Bone Density Scan', 'Urine Test', 'Chest X-ray')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.444]",Conclusion,0.5593276978946637
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Electrocardiogram (ECG)', 'Blood Test', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.0, 0.333, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.0, 0.444, 0.667, 0.667, 0.0, 0.222]",ENT Endoscopy,0.8874659973547397
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'ENT Examination', 'Gynecological Examination', 'Blood Test', 'Post-bronchodilator Spirometry', 'In-depth Eye Examination', 'General Ultrasound', 'Urine Test', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Chest X-ray,0.9758967728918667
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Dental Examination', 'ENT Examination', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.111, 0.222, 0.0, 0.333, 0.0, 0.333, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.0, 0.0, 0.0, 0.222]",Cardiac Ultrasound,0.9085209439111988
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'In-depth Eye Examination', 'Chest X-ray', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.0, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.0, 0.667, 0.0, 0.0, 0.0]",Post-bronchodilator Spirometry,0.8076677499057607
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Dental Examination', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.0, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0]",ENT Endoscopy,0.9148374278781364
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Dental Examination', 'Post-bronchodilator Spirometry')",1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.444]",General Ultrasound,1.3844566457638887
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Urine Test', 'DEXA Bone Density Scan', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Electrocardiogram (ECG)', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.667, 0.0, 0.444]",Cardiac Ultrasound,0.851477860379336
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Gynecological Examination', 'Electrocardiogram (ECG)', 'Urine Test', 'DEXA Bone Density Scan')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.0, 0.333, 0.0, 0.333, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.0, 0.667, 0.0, 0.0, 0.0]",Post-bronchodilator Spirometry,0.7972449428358467
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination', 'Urine Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.333, 0.0, 0.0, 0.444, 0.0, 0.667, 1.0, 0.0, 0.444, 0.444, 0.0, 0.667, 0.0, 0.222]",Cardiac Ultrasound,0.8270103086122235
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination', 'Urine Test')",1,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.0, 0.667, 0.0, 0.222]",DEXA Bone Density Scan,0.8711904019617037
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'General Ultrasound', 'Blood Test', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.222]",Urine Test,0.9506308370241163
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Breast Examination', 'Dental Examination', 'Chest X-ray')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.667, 0.0, 0.0]",Post-bronchodilator Spirometry,0.8782772779037995
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Breast Examination', 'Dental Examination', 'Chest X-ray')",1,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.0, 0.333, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.667, 0.222, 0.222]",Urine Test,0.8624166961972235
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Breast Examination', 'Gynecological Examination', 'Post-bronchodilator Spirometry', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",General Ultrasound,0.7909564509943889
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.0, 0.667, 0.0, 0.0]",Electrocardiogram (ECG),0.9106264385668443
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination')",1,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.0, 0.333, 0.0, 0.444, 0.0, 0.667, 1.0, 0.0, 0.444, 0.444, 0.0, 0.667, 0.0, 0.0]",Urine Test,0.8979934706329694
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination')",2,"[0.111, 0.044, 0.0, 0.111, 0.444, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.0]",Electrocardiogram (ECG),0.9161007246715239
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination')",3,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.0]",Urine Test,0.8979934706329694
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'DEXA Bone Density Scan', 'ENT Endoscopy', 'General Ultrasound', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.333, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",Chest X-ray,0.8413203699770119
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'DEXA Bone Density Scan')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.0, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.0, 0.0, 0.222]",Electrocardiogram (ECG),1.679655284771296
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'DEXA Bone Density Scan')",1,"[0.25, 0.1, 0.05, 0.25, 1.0, 0.0, 0.0, 0.75, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Cardiac Ultrasound,0.9114686364291029
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'DEXA Bone Density Scan')",2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.667, 0.0, 0.444]",Conclusion,0.5790718827493129
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Gynecological Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.333, 0.333, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.222, 0.444]",Eye Examination,0.866411050798281
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",ENT Endoscopy,1.7172404671811594
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Gynecological Examination', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",Urine Test,0.8764967353135049
