state,action,next_state,reward 
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.1111111111111111, 0.044444444444444446, 0.0, 0.1111111111111111, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",General Medicine Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.1111111111111111, 0.044444444444444446, 0.0, 0.1111111111111111, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.8056543413768849
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.2222222222222222, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.0, 0.0, 0.0, 0.2222222222222222]",ENT Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.2222222222222222, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.0, 0.0, 0.0, 0.2222222222222222]",0.8797993699727804
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",Eye Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",0.9174603174603174
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Breast Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.8811193687494265
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Dental Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.9068783068783068
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.2222222222222222, 0.2222222222222222]",Cardiac Ultrasound,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.2222222222222222, 0.2222222222222222]",0.7664507447166407
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",Electrocardiogram (ECG),"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",0.9195767195767196
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.2222222222222222]",General Ultrasound,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 'General Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.2222222222222222]",0.7889176377037649
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 'General Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.0]",Urine Test,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 'General Ultrasound', 'Urine Test', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.0]",0.9026455026455027
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 'General Ultrasound', 'Urine Test', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",Conclusion,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 'General Ultrasound', 'Urine Test', 'Conclusion', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",0.5145193748661957
"['Registration', 0.25, 0.1, 0.0, 0.25, 1.0, 0.0, 0.0, 0.75, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Payment,"['Registration', 'Payment', 0.25, 0.1, 0.0, 0.25, 1.0, 0.0, 0.0, 0.75, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9014631311741138
"['Registration', 'Payment', 0.25, 0.1, 0.05, 0.25, 1.0, 0.0, 0.0, 0.75, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Get Triage Number,"['Registration', 'Payment', 'Get Triage Number', 0.25, 0.1, 0.05, 0.25, 1.0, 0.0, 0.0, 0.75, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9157537388751262
"['Registration', 'Payment', 'Get Triage Number', 0.16666666666666666, 0.06666666666666667, 0.0, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333]",Measure Vital Signs,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.16666666666666666, 0.06666666666666667, 0.0, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333]",0.9219536960577424
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.1111111111111111, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.0]",General Medicine Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.1111111111111111, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.0]",0.8149444903202129
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.05555555555555555, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.0]",DEXA Bone Density Scan,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'DEXA Bone Density Scan', 0.05555555555555555, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.0]",0.9261375661375661
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'DEXA Bone Density Scan', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Conclusion,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'DEXA Bone Density Scan', 'Conclusion', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.6772951646940086
"['Registration', 0.25, 0.1, 0.0, 0.25, 1.0, 0.0, 0.0, 0.75, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Payment,"['Registration', 'Payment', 0.25, 0.1, 0.0, 0.25, 1.0, 0.0, 0.0, 0.75, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9071749701807506
"['Registration', 'Payment', 0.16666666666666666, 0.06666666666666667, 0.03333333333333333, 0.16666666666666666, 0.6666666666666666, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Get Triage Number,"['Registration', 'Payment', 'Get Triage Number', 0.16666666666666666, 0.06666666666666667, 0.03333333333333333, 0.16666666666666666, 0.6666666666666666, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.9377007064868337
"['Registration', 'Payment', 'Get Triage Number', 0.16666666666666666, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 1.0, 0.0, 0.6666666666666666]",Measure Vital Signs,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.16666666666666666, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 1.0, 0.0, 0.6666666666666666]",0.889320732788941
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.05555555555555555, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.0]",General Medicine Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.05555555555555555, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.0]",0.8161482704835306
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.0, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.0, 0.0, 0.0, 0.0]",Dental Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 0.0, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.0, 0.0, 0.0, 0.0]",0.8808220937700707
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 0.0, 0.0, 0.0, 0.2222222222222222, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",ENT Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 0.0, 0.0, 0.0, 0.2222222222222222, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.810448665015139
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0]",Eye Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0]",0.8608887665535064
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0]",Post-bronchodilator Spirometry,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0]",0.9005291005291005
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Chest X-ray,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.8984126984126983
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.2222222222222222]",General Ultrasound,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.2222222222222222]",0.7837648713949292
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Cardiac Ultrasound,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 'Cardiac Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.8230761231917301
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 'Cardiac Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.2222222222222222]",DEXA Bone Density Scan,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 'Cardiac Ultrasound', 'DEXA Bone Density Scan', 0.0, 0.0, 0.0, 0.0, 0.2222222222222222, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.2222222222222222]",0.7596611309906107
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 'Cardiac Ultrasound', 'DEXA Bone Density Scan', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.4444444444444444, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",In-depth Eye Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 'Cardiac Ultrasound', 'DEXA Bone Density Scan', 'In-depth Eye Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.4444444444444444, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.7822784964981496
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 'Cardiac Ultrasound', 'DEXA Bone Density Scan', 'In-depth Eye Examination', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",ENT Endoscopy,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 'Cardiac Ultrasound', 'DEXA Bone Density Scan', 'In-depth Eye Examination', 'ENT Endoscopy', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",0.8089989907330948
